Mon Feb 27 15:58:24 2023,test1,35.186.238.101,1,5000,"[80, 443]",105.58332586288452
Mon Feb 27 16:01:22 2023,SchoolWorksPro,202.51.74.77,1,10000,"[22, 80, 443, 2000, 3307, 5000, 5060, 5432]",210.824556350708
Mon Feb 27 16:07:28 2023,Softwarica.com,35.227.194.51,1,3000,"[80, 443]",63.56228971481323
